upstream,downstream,height,logP
25000,125000,191,-0.796524701836
25000,125000,171,-0.552044948065
25000,125000,151,-0.895687481655
25000,125000,131,-1.81322566558
25000,125000,111,-2.10399103825
25000,125000,91,-3.10229002012
25000,125000,71,-2.29596819435
25000,125000,51,-3.19960668839
25000,125000,31,-5.5565414493
25000,125000,11,-8.9945706961
75000,125000,191,-0.796524701836
75000,125000,171,-0.796524701836
75000,125000,151,-0.549292834687
75000,125000,131,-1.33039090744
75000,125000,111,-1.30007147711
75000,125000,91,-2.30949538655
75000,125000,71,-2.48964336455
75000,125000,51,-2.8384176477
75000,125000,31,-5.03445346615
75000,125000,11,-7.29421082696
125000,125000,191,0.0
125000,125000,171,0.0
125000,125000,151,0.0
125000,125000,131,0.0
125000,125000,111,0.0
125000,125000,91,0.0
125000,125000,71,0.0
125000,125000,51,0.0
125000,125000,31,0.0
125000,125000,11,0.0
175000,125000,191,0.0
175000,125000,171,0.0
175000,125000,151,0.0
175000,125000,131,0.0
175000,125000,111,0.0
175000,125000,91,0.0
175000,125000,71,0.0
175000,125000,51,0.0
175000,125000,31,0.0
175000,125000,11,0.0
225000,125000,191,0.0
225000,125000,171,0.0
225000,125000,151,0.0
225000,125000,131,0.0
225000,125000,111,0.0
225000,125000,91,0.0
225000,125000,71,0.0
225000,125000,51,0.0
225000,125000,31,0.0
225000,125000,11,0.0
-225000,175000,191,-1.10299487158
-225000,175000,171,-1.29880225972
-225000,175000,151,-2.48166535951
-225000,175000,131,-3.45706378512
-225000,175000,111,-3.01682644867
-225000,175000,91,-3.78606063283
-225000,175000,71,-3.41160800579
-225000,175000,51,-4.34333585932
-225000,175000,31,-5.38065576292
-225000,175000,11,-8.54075851231
-175000,175000,191,-1.10299487158
-175000,175000,171,-1.29880225972
-175000,175000,151,-2.48166535951
-175000,175000,131,-4.33143890621
-175000,175000,111,-3.63153641829
-175000,175000,91,-3.34836470617
-175000,175000,71,-3.66736202663
-175000,175000,51,-4.04525800599
-175000,175000,31,-5.85593186738
-175000,175000,11,-9.26711283098
-125000,175000,191,-1.10299487158
-125000,175000,171,-1.29880225972
-125000,175000,151,-2.25279034348
-125000,175000,131,-4.32806397312
-125000,175000,111,-4.20132504477
-125000,175000,91,-3.54317091151
-125000,175000,71,-3.10191055147
-125000,175000,51,-3.86509123511
-125000,175000,31,-5.94431978802
-125000,175000,11,-9.49825184594
-75000,175000,191,-1.10299487158
-75000,175000,171,-1.29880225972
-75000,175000,151,-2.25279034348
-75000,175000,131,-3.85989091859
-75000,175000,111,-3.58584457607
-75000,175000,91,-4.37163932451
-75000,175000,71,-3.55594638241
-75000,175000,51,-4.06118049678
-75000,175000,31,-6.77806083611
-75000,175000,11,-10.7406327019
