upstream,downstream,height,logP
25000,-125000,191,0.0
25000,-125000,171,0.0
25000,-125000,151,0.0
25000,-125000,131,0.0
25000,-125000,111,0.0
25000,-125000,91,0.0
25000,-125000,71,0.0
25000,-125000,51,0.0
25000,-125000,31,0.0
25000,-125000,11,0.0
75000,-125000,191,0.0
75000,-125000,171,0.0
75000,-125000,151,0.0
75000,-125000,131,0.0
75000,-125000,111,0.0
75000,-125000,91,0.0
75000,-125000,71,0.0
75000,-125000,51,0.0
75000,-125000,31,0.0
75000,-125000,11,0.0
125000,-125000,191,0.0
125000,-125000,171,0.0
125000,-125000,151,0.0
125000,-125000,131,0.0
125000,-125000,111,0.0
125000,-125000,91,0.0
125000,-125000,71,0.0
125000,-125000,51,0.0
125000,-125000,31,0.0
125000,-125000,11,0.0
175000,-125000,191,0.0
175000,-125000,171,0.0
175000,-125000,151,0.0
175000,-125000,131,0.0
175000,-125000,111,0.0
175000,-125000,91,0.0
175000,-125000,71,0.0
175000,-125000,51,0.0
175000,-125000,31,0.0
175000,-125000,11,0.0
225000,-125000,191,0.0
225000,-125000,171,0.0
225000,-125000,151,0.0
225000,-125000,131,0.0
225000,-125000,111,0.0
225000,-125000,91,0.0
225000,-125000,71,0.0
225000,-125000,51,0.0
225000,-125000,31,0.0
225000,-125000,11,0.0
-225000,-75000,191,-0.304995399154
-225000,-75000,171,-0.304995399154
-225000,-75000,151,-0.20389168303
-225000,-75000,131,-0.0386447895848
-225000,-75000,111,-0.0674912835809
-225000,-75000,91,-0.158827582389
-225000,-75000,71,-0.232914674557
-225000,-75000,51,-0.147109700669
-225000,-75000,31,-0.108658009688
-225000,-75000,11,-0.164962746093
-175000,-75000,191,-0.685489452212
-175000,-75000,171,-0.685489452212
-175000,-75000,151,-0.456144749107
-175000,-75000,131,-0.20389168303
-175000,-75000,111,-0.20389168303
-175000,-75000,91,-0.211855983054
-175000,-75000,71,-0.298055353349
-175000,-75000,51,-0.206098177994
-175000,-75000,31,-0.278008303461
-175000,-75000,11,-0.80147783067
-125000,-75000,191,-0.484973821624
-125000,-75000,171,-0.484973821624
-125000,-75000,151,-0.302331272033
-125000,-75000,131,-0.302331272033
-125000,-75000,111,-0.302331272033
-125000,-75000,91,-0.454548745158
-125000,-75000,71,-0.553803546223
-125000,-75000,51,-0.138515522324
-125000,-75000,31,-0.244121802878
-125000,-75000,11,-0.269812548795
-75000,-75000,191,0.0
-75000,-75000,171,0.0
-75000,-75000,151,0.0
-75000,-75000,131,0.0
-75000,-75000,111,0.0
-75000,-75000,91,0.0
-75000,-75000,71,0.0
-75000,-75000,51,0.0
-75000,-75000,31,0.0
-75000,-75000,11,0.0
-25000,-75000,191,0.0
-25000,-75000,171,0.0
-25000,-75000,151,0.0
-25000,-75000,131,0.0
-25000,-75000,111,0.0
-25000,-75000,91,0.0
-25000,-75000,71,0.0
-25000,-75000,51,0.0
-25000,-75000,31,0.0
-25000,-75000,11,0.0
25000,-75000,191,0.0
25000,-75000,171,0.0
25000,-75000,151,0.0
25000,-75000,131,0.0
25000,-75000,111,0.0
25000,-75000,91,0.0
25000,-75000,71,0.0
25000,-75000,51,0.0
25000,-75000,31,0.0
25000,-75000,11,0.0
75000,-75000,191,0.0
75000,-75000,171,0.0
75000,-75000,151,0.0
75000,-75000,131,0.0
75000,-75000,111,0.0
75000,-75000,91,0.0
75000,-75000,71,0.0
75000,-75000,51,0.0
75000,-75000,31,0.0
75000,-75000,11,0.0
125000,-75000,191,0.0
125000,-75000,171,0.0
125000,-75000,151,0.0
125000,-75000,131,0.0
125000,-75000,111,0.0
-225000,25000,191,-0.420264837842
-225000,25000,171,-0.311454298963
-225000,25000,151,-0.16661840329
-225000,25000,131,-0.0622187066558
-225000,25000,111,-0.185510536184
-225000,25000,91,-0.352173777654
-225000,25000,71,-0.245287738749
-225000,25000,51,-0.378586040573
-225000,25000,31,-0.525929793683
-225000,25000,11,-0.787329321853
-175000,25000,191,-0.748891078954
-175000,25000,171,-0.563628868765
-175000,25000,151,-0.310576213372
-175000,25000,131,-0.16927619814
-175000,25000,111,-0.303357787012
-175000,25000,91,-0.528179353796
-175000,25000,71,-0.393746773407
-175000,25000,51,-0.570771051005
-175000,25000,31,-0.995769146097
-175000,25000,11,-1.56783702938
-125000,25000,191,-0.586633804586
-125000,25000,171,-0.427927683259
-125000,25000,151,-0.220884642188
-125000,25000,131,-0.15931351819
-125000,25000,111,-0.300339349459
-125000,25000,91,-0.535864773041
-125000,25000,71,-0.452413288534
-125000,25000,51,-0.438541956275
-125000,25000,31,-1.15963696742
-125000,25000,11,-1.4042049649
-75000,25000,191,-0.456144749107
-75000,25000,171,-0.306134981236
-75000,25000,151,-0.203083988907
-75000,25000,131,-0.136402065192
-75000,25000,111,-0.296490265854
-75000,25000,91,-0.461857424193
